Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,320,Guatemala,5111,Stocks,02140,Swine / pigs,2024,2024,An,3044525,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,324,Guinea,5111,Stocks,02111,Cattle,2024,2024,An,9319774,E,Estimated value,
QCL,Crops and livestock products,324,Guinea,5111,Stocks,02123,Goats,2024,2024,An,4829211,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,324,Guinea,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,8176,E,Estimated value,
QCL,Crops and livestock products,324,Guinea,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,9052,E,Estimated value,
QCL,Crops and livestock products,324,Guinea,5111,Stocks,02122,Sheep,2024,2024,An,3995308,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,324,Guinea,5111,Stocks,02140,Swine / pigs,2024,2024,An,183169,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,624,Guinea-Bissau,5111,Stocks,02111,Cattle,2024,2024,An,742836,E,Estimated value,
QCL,Crops and livestock products,624,Guinea-Bissau,5111,Stocks,02123,Goats,2024,2024,An,830966,E,Estimated value,
QCL,Crops and livestock products,624,Guinea-Bissau,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,312,E,Estimated value,
QCL,Crops and livestock products,624,Guinea-Bissau,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,3802,E,Estimated value,
QCL,Crops and livestock products,624,Guinea-Bissau,5111,Stocks,02122,Sheep,2024,2024,An,472038,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,624,Guinea-Bissau,5111,Stocks,02140,Swine / pigs,2024,2024,An,434193,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,328,Guyana,5111,Stocks,02111,Cattle,2024,2024,An,98851,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,328,Guyana,5111,Stocks,02123,Goats,2024,2024,An,82529,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,328,Guyana,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,483,E,Estimated value,
QCL,Crops and livestock products,328,Guyana,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,45000,E,Estimated value,
QCL,Crops and livestock products,328,Guyana,5111,Stocks,02122,Sheep,2024,2024,An,132162,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,328,Guyana,5111,Stocks,02140,Swine / pigs,2024,2024,An,9566,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,332,Haiti,5111,Stocks,02111,Cattle,2024,2024,An,1524965,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,332,Haiti,5111,Stocks,02123,Goats,2024,2024,An,1846861,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,332,Haiti,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,535,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,332,Haiti,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,9921,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,332,Haiti,5111,Stocks,02122,Sheep,2024,2024,An,311123,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,332,Haiti,5111,Stocks,02140,Swine / pigs,2024,2024,An,1024619,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,340,Honduras,5111,Stocks,02111,Cattle,2024,2024,An,2900458,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,340,Honduras,5111,Stocks,02123,Goats,2024,2024,An,24684,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,340,Honduras,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,4500,E,Estimated value,
QCL,Crops and livestock products,340,Honduras,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,125489,A,Official value,
QCL,Crops and livestock products,340,Honduras,5111,Stocks,02122,Sheep,2024,2024,An,16971,E,Estimated value,
QCL,Crops and livestock products,340,Honduras,5111,Stocks,02140,Swine / pigs,2024,2024,An,453773,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,348,Hungary,5111,Stocks,02111,Cattle,2024,2024,An,869900,A,Official value,
QCL,Crops and livestock products,348,Hungary,5111,Stocks,02123,Goats,2024,2024,An,31300,A,Official value,
QCL,Crops and livestock products,348,Hungary,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,199828,A,Official value,
QCL,Crops and livestock products,348,Hungary,5111,Stocks,02122,Sheep,2024,2024,An,846800,A,Official value,
QCL,Crops and livestock products,348,Hungary,5111,Stocks,02140,Swine / pigs,2024,2024,An,2802400,A,Official value,
QCL,Crops and livestock products,352,Iceland,5111,Stocks,02111,Cattle,2024,2024,An,76902,A,Official value,
QCL,Crops and livestock products,352,Iceland,5111,Stocks,02123,Goats,2024,2024,An,1888,A,Official value,
QCL,Crops and livestock products,352,Iceland,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,230,A,Official value,
QCL,Crops and livestock products,352,Iceland,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,5753,A,Official value,
QCL,Crops and livestock products,352,Iceland,5111,Stocks,02122,Sheep,2024,2024,An,345440,A,Official value,
QCL,Crops and livestock products,352,Iceland,5111,Stocks,02140,Swine / pigs,2024,2024,An,26000,A,Official value,
QCL,Crops and livestock products,356,India,5111,Stocks,02111,Cattle,2024,2024,An,194753479,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,356,India,5111,Stocks,02123,Goats,2024,2024,An,210632609,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,356,India,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,675000,E,Estimated value,
QCL,Crops and livestock products,356,India,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,3354970,A,Official value,
QCL,Crops and livestock products,356,India,5111,Stocks,02122,Sheep,2024,2024,An,114623765,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,356,India,5111,Stocks,02140,Swine / pigs,2024,2024,An,8299528,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,360,Indonesia,5111,Stocks,02111,Cattle,2024,2024,An,18065156,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,360,Indonesia,5111,Stocks,02123,Goats,2024,2024,An,18851413,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,360,Indonesia,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,414758,A,Official value,
QCL,Crops and livestock products,360,Indonesia,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,4891522,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,360,Indonesia,5111,Stocks,02122,Sheep,2024,2024,An,15137290,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,360,Indonesia,5111,Stocks,02140,Swine / pigs,2024,2024,An,5767595,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5111,Stocks,02111,Cattle,2024,2024,An,5600812,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5111,Stocks,02123,Goats,2024,2024,An,18107525,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,52793,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,1879358,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5111,Stocks,02122,Sheep,2024,2024,An,53820779,E,Estimated value,
QCL,Crops and livestock products,364,Iran (Islamic Republic of),5111,Stocks,02140,Swine / pigs,2024,2024,An,,M,Missing value; data cannot exist,
QCL,Crops and livestock products,368,Iraq,5111,Stocks,02111,Cattle,2024,2024,An,2104351,E,Estimated value,
QCL,Crops and livestock products,368,Iraq,5111,Stocks,02123,Goats,2024,2024,An,1353075,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,4810,E,Estimated value,
QCL,Crops and livestock products,368,Iraq,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,142679,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,368,Iraq,5111,Stocks,02122,Sheep,2024,2024,An,6672540,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,372,Ireland,5111,Stocks,02111,Cattle,2024,2024,An,6308300,A,Official value,
QCL,Crops and livestock products,372,Ireland,5111,Stocks,02123,Goats,2024,2024,An,7300,A,Official value,
QCL,Crops and livestock products,372,Ireland,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,102657,A,Official value,
QCL,Crops and livestock products,372,Ireland,5111,Stocks,02122,Sheep,2024,2024,An,3591640,A,Official value,
QCL,Crops and livestock products,372,Ireland,5111,Stocks,02140,Swine / pigs,2024,2024,An,1473750,A,Official value,
QCL,Crops and livestock products,376,Israel,5111,Stocks,02111,Cattle,2024,2024,An,477958,A,Official value,
QCL,Crops and livestock products,376,Israel,5111,Stocks,02123,Goats,2024,2024,An,109307,A,Official value,
QCL,Crops and livestock products,376,Israel,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,10930,A,Official value,
QCL,Crops and livestock products,376,Israel,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,294640,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,376,Israel,5111,Stocks,02122,Sheep,2024,2024,An,400000,A,Official value,
QCL,Crops and livestock products,376,Israel,5111,Stocks,02140,Swine / pigs,2024,2024,An,135796,A,Official value,
QCL,Crops and livestock products,380,Italy,5111,Stocks,02111,Cattle,2024,2024,An,5765000,A,Official value,
QCL,Crops and livestock products,380,Italy,5111,Stocks,02123,Goats,2024,2024,An,911000,A,Official value,
QCL,Crops and livestock products,380,Italy,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,590905,A,Official value,
QCL,Crops and livestock products,380,Italy,5111,Stocks,02122,Sheep,2024,2024,An,5390350,A,Official value,
QCL,Crops and livestock products,380,Italy,5111,Stocks,02140,Swine / pigs,2024,2024,An,7820490,A,Official value,
QCL,Crops and livestock products,388,Jamaica,5111,Stocks,02111,Cattle,2024,2024,An,153169,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,388,Jamaica,5111,Stocks,02123,Goats,2024,2024,An,602785,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,388,Jamaica,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,994,A,Official value,
QCL,Crops and livestock products,388,Jamaica,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,86407,A,Official value,
QCL,Crops and livestock products,388,Jamaica,5111,Stocks,02122,Sheep,2024,2024,An,1311,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,388,Jamaica,5111,Stocks,02140,Swine / pigs,2024,2024,An,220979,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,392,Japan,5111,Stocks,02111,Cattle,2024,2024,An,3985000,A,Official value,
QCL,Crops and livestock products,392,Japan,5111,Stocks,02123,Goats,2024,2024,An,16466,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,392,Japan,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,129729,A,Official value,
QCL,Crops and livestock products,392,Japan,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,846705,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,392,Japan,5111,Stocks,02122,Sheep,2024,2024,An,15151,E,Estimated value,
QCL,Crops and livestock products,392,Japan,5111,Stocks,02140,Swine / pigs,2024,2024,An,8798000,A,Official value,
QCL,Crops and livestock products,400,Jordan,5111,Stocks,02111,Cattle,2024,2024,An,88819,A,Official value,
QCL,Crops and livestock products,400,Jordan,5111,Stocks,02123,Goats,2024,2024,An,880126,A,Official value,
QCL,Crops and livestock products,400,Jordan,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,4074,E,Estimated value,
QCL,Crops and livestock products,400,Jordan,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,251423,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,400,Jordan,5111,Stocks,02122,Sheep,2024,2024,An,3076021,A,Official value,
QCL,Crops and livestock products,398,Kazakhstan,5111,Stocks,02111,Cattle,2024,2024,An,7976665,A,Official value,
QCL,Crops and livestock products,398,Kazakhstan,5111,Stocks,02123,Goats,2024,2024,An,1678326,A,Official value,
QCL,Crops and livestock products,398,Kazakhstan,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,18347,A,Official value,
QCL,Crops and livestock products,398,Kazakhstan,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,186603,A,Official value,
QCL,Crops and livestock products,398,Kazakhstan,5111,Stocks,02122,Sheep,2024,2024,An,18546044,A,Official value,
QCL,Crops and livestock products,398,Kazakhstan,5111,Stocks,02140,Swine / pigs,2024,2024,An,479662,A,Official value,
QCL,Crops and livestock products,404,Kenya,5111,Stocks,02111,Cattle,2024,2024,An,22435638,A,Official value,
QCL,Crops and livestock products,404,Kenya,5111,Stocks,02123,Goats,2024,2024,An,38426161,A,Official value,
QCL,Crops and livestock products,404,Kenya,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,20489,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,69241,A,Official value,
QCL,Crops and livestock products,404,Kenya,5111,Stocks,02122,Sheep,2024,2024,An,26214927,A,Official value,
QCL,Crops and livestock products,404,Kenya,5111,Stocks,02140,Swine / pigs,2024,2024,An,949807,A,Official value,
QCL,Crops and livestock products,296,Kiribati,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,103,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,296,Kiribati,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,1166,E,Estimated value,
QCL,Crops and livestock products,296,Kiribati,5111,Stocks,02140,Swine / pigs,2024,2024,An,15592,E,Estimated value,
QCL,Crops and livestock products,414,Kuwait,5111,Stocks,02111,Cattle,2024,2024,An,32136,E,Estimated value,
QCL,Crops and livestock products,414,Kuwait,5111,Stocks,02123,Goats,2024,2024,An,220640,E,Estimated value,
QCL,Crops and livestock products,414,Kuwait,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,9488,E,Estimated value,
QCL,Crops and livestock products,414,Kuwait,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,50502,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,414,Kuwait,5111,Stocks,02122,Sheep,2024,2024,An,737547,E,Estimated value,
QCL,Crops and livestock products,417,Kyrgyzstan,5111,Stocks,02111,Cattle,2024,2024,An,1828768,A,Official value,
QCL,Crops and livestock products,417,Kyrgyzstan,5111,Stocks,02123,Goats,2024,2024,An,659048,A,Official value,
QCL,Crops and livestock products,417,Kyrgyzstan,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,6624,E,Estimated value,
QCL,Crops and livestock products,417,Kyrgyzstan,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,11737,E,Estimated value,
QCL,Crops and livestock products,417,Kyrgyzstan,5111,Stocks,02122,Sheep,2024,2024,An,5621278,A,Official value,
QCL,Crops and livestock products,417,Kyrgyzstan,5111,Stocks,02140,Swine / pigs,2024,2024,An,26647,A,Official value,
QCL,Crops and livestock products,418,Lao People's Democratic Republic,5111,Stocks,02111,Cattle,2024,2024,An,2691000,A,Official value,
QCL,Crops and livestock products,418,Lao People's Democratic Republic,5111,Stocks,02123,Goats,2024,2024,An,843000,A,Official value,
QCL,Crops and livestock products,418,Lao People's Democratic Republic,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,3016,E,Estimated value,
QCL,Crops and livestock products,418,Lao People's Democratic Republic,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,54084,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,418,Lao People's Democratic Republic,5111,Stocks,02140,Swine / pigs,2024,2024,An,4767000,A,Official value,
QCL,Crops and livestock products,428,Latvia,5111,Stocks,02111,Cattle,2024,2024,An,352090,A,Official value,
QCL,Crops and livestock products,428,Latvia,5111,Stocks,02123,Goats,2024,2024,An,9060,A,Official value,
QCL,Crops and livestock products,428,Latvia,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,3561,A,Official value,
QCL,Crops and livestock products,428,Latvia,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,21951,A,Official value,
QCL,Crops and livestock products,428,Latvia,5111,Stocks,02122,Sheep,2024,2024,An,69640,A,Official value,
QCL,Crops and livestock products,428,Latvia,5111,Stocks,02140,Swine / pigs,2024,2024,An,300060,A,Official value,
QCL,Crops and livestock products,422,Lebanon,5111,Stocks,02111,Cattle,2024,2024,An,75538,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,422,Lebanon,5111,Stocks,02123,Goats,2024,2024,An,349391,E,Estimated value,
QCL,Crops and livestock products,422,Lebanon,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,4400,E,Estimated value,
QCL,Crops and livestock products,422,Lebanon,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,64503,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,422,Lebanon,5111,Stocks,02122,Sheep,2024,2024,An,430853,E,Estimated value,
QCL,Crops and livestock products,422,Lebanon,5111,Stocks,02140,Swine / pigs,2024,2024,An,7474,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,426,Lesotho,5111,Stocks,02111,Cattle,2024,2024,An,517450,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5111,Stocks,02123,Goats,2024,2024,An,700831,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,267,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,711,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,426,Lesotho,5111,Stocks,02122,Sheep,2024,2024,An,1913822,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5111,Stocks,02140,Swine / pigs,2024,2024,An,35490,E,Estimated value,
QCL,Crops and livestock products,430,Liberia,5111,Stocks,02111,Cattle,2024,2024,An,43270,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,430,Liberia,5111,Stocks,02123,Goats,2024,2024,An,337439,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,430,Liberia,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,1222,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,430,Liberia,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,17273,E,Estimated value,
QCL,Crops and livestock products,430,Liberia,5111,Stocks,02122,Sheep,2024,2024,An,281696,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,430,Liberia,5111,Stocks,02140,Swine / pigs,2024,2024,An,273192,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,434,Libya,5111,Stocks,02111,Cattle,2024,2024,An,208931,E,Estimated value,
QCL,Crops and livestock products,434,Libya,5111,Stocks,02123,Goats,2024,2024,An,2726038,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,434,Libya,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,9984,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,434,Libya,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,112024,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,434,Libya,5111,Stocks,02122,Sheep,2024,2024,An,7491773,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,02111,Cattle,2024,2024,An,599770,A,Official value,
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,02123,Goats,2024,2024,An,13490,A,Official value,
QCL,Crops and livestock products,440,Lithuania,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,3624,A,Official value,
QCL,Crops and livestock products,440,Lithuania,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,47492,A,Official value,
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,02122,Sheep,2024,2024,An,124410,A,Official value,
QCL,Crops and livestock products,440,Lithuania,5111,Stocks,02140,Swine / pigs,2024,2024,An,496790,A,Official value,
QCL,Crops and livestock products,442,Luxembourg,5111,Stocks,02111,Cattle,2024,2024,An,180530,A,Official value,
QCL,Crops and livestock products,442,Luxembourg,5111,Stocks,02123,Goats,2024,2024,An,4422,A,Official value,
QCL,Crops and livestock products,442,Luxembourg,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,0,A,Official value,
QCL,Crops and livestock products,442,Luxembourg,5111,Stocks,02122,Sheep,2024,2024,An,9635,A,Official value,
QCL,Crops and livestock products,442,Luxembourg,5111,Stocks,02140,Swine / pigs,2024,2024,An,64810,A,Official value,
QCL,Crops and livestock products,450,Madagascar,5111,Stocks,02111,Cattle,2024,2024,An,6957211,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5111,Stocks,02123,Goats,2024,2024,An,1738386,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,450,Madagascar,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,3890,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,66955,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5111,Stocks,02122,Sheep,2024,2024,An,925907,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,450,Madagascar,5111,Stocks,02140,Swine / pigs,2024,2024,An,2124304,E,Estimated value,
QCL,Crops and livestock products,454,Malawi,5111,Stocks,02111,Cattle,2024,2024,An,2307952,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,454,Malawi,5111,Stocks,02123,Goats,2024,2024,An,13790630,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,454,Malawi,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,5474,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,454,Malawi,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,36280,E,Estimated value,
QCL,Crops and livestock products,454,Malawi,5111,Stocks,02122,Sheep,2024,2024,An,436701,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,454,Malawi,5111,Stocks,02140,Swine / pigs,2024,2024,An,12140948,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,458,Malaysia,5111,Stocks,02111,Cattle,2024,2024,An,730318,A,Official value,
QCL,Crops and livestock products,458,Malaysia,5111,Stocks,02123,Goats,2024,2024,An,344210,A,Official value,
QCL,Crops and livestock products,458,Malaysia,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,111373,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,458,Malaysia,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,659280,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,458,Malaysia,5111,Stocks,02122,Sheep,2024,2024,An,139393,A,Official value,
QCL,Crops and livestock products,458,Malaysia,5111,Stocks,02140,Swine / pigs,2024,2024,An,1234242,A,Official value,
QCL,Crops and livestock products,466,Mali,5111,Stocks,02111,Cattle,2024,2024,An,14040120,A,Official value,
QCL,Crops and livestock products,466,Mali,5111,Stocks,02123,Goats,2024,2024,An,33803901,A,Official value,
QCL,Crops and livestock products,466,Mali,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,10976,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,466,Mali,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,92627,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,466,Mali,5111,Stocks,02122,Sheep,2024,2024,An,24483549,A,Official value,
QCL,Crops and livestock products,466,Mali,5111,Stocks,02140,Swine / pigs,2024,2024,An,91478,A,Official value,
QCL,Crops and livestock products,470,Malta,5111,Stocks,02111,Cattle,2024,2024,An,13800,A,Official value,
QCL,Crops and livestock products,470,Malta,5111,Stocks,02123,Goats,2024,2024,An,6670,A,Official value,
QCL,Crops and livestock products,470,Malta,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,3012,A,Official value,
QCL,Crops and livestock products,470,Malta,5111,Stocks,02122,Sheep,2024,2024,An,14560,A,Official value,
QCL,Crops and livestock products,470,Malta,5111,Stocks,02140,Swine / pigs,2024,2024,An,37210,A,Official value,
QCL,Crops and livestock products,478,Mauritania,5111,Stocks,02111,Cattle,2024,2024,An,1992320,E,Estimated value,
QCL,Crops and livestock products,478,Mauritania,5111,Stocks,02123,Goats,2024,2024,An,7149823,E,Estimated value,
QCL,Crops and livestock products,478,Mauritania,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,1760,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,478,Mauritania,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,6170,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,478,Mauritania,5111,Stocks,02122,Sheep,2024,2024,An,11208099,E,Estimated value,
QCL,Crops and livestock products,480,Mauritius,5111,Stocks,02111,Cattle,2024,2024,An,3500,E,Estimated value,
QCL,Crops and livestock products,480,Mauritius,5111,Stocks,02123,Goats,2024,2024,An,23038,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,480,Mauritius,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,1500,E,Estimated value,
QCL,Crops and livestock products,480,Mauritius,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,49850,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,480,Mauritius,5111,Stocks,02122,Sheep,2024,2024,An,5050,E,Estimated value,
QCL,Crops and livestock products,480,Mauritius,5111,Stocks,02140,Swine / pigs,2024,2024,An,23712,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,484,Mexico,5111,Stocks,02111,Cattle,2024,2024,An,36933201,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,484,Mexico,5111,Stocks,02123,Goats,2024,2024,An,8807414,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,484,Mexico,5313,Laying,0231,"Hen eggs in shell, fresh",2024,2024,1000 An,222962,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,484,Mexico,5321,Producing Animals/Slaughtered,21121,"Meat of chickens, fresh or chilled",2024,2024,1000 An,2133747,A,Official value,
